Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	HLA_Risk_Class	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collection_date	data_type	flowcell_barcode	geo_loc_name	host	host_subject_id	instrument_name	lane	lat_lon	library_type	product_order	product_part_number	read_group_id	run_barcode	run_name	sex	source_name	tissue	treatment	work_request
RNA-Seq		49	PRJNA190702	SAMN01924903		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245617		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	972	592	Homo sapiens	ILLUMINA	2015-12-31	SRR765021	SRS398175	SRP018853	GSM1088242																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924904		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245618		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	439	336	Homo sapiens	ILLUMINA	2015-12-31	SRR765022	SRS398176	SRP018853	GSM1088243																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924905		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245619		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	753	618	Homo sapiens	ILLUMINA	2015-12-31	SRR765023	SRS398177	SRP018853	GSM1088244																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924906		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245620		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1005	598	Homo sapiens	ILLUMINA	2015-12-31	SRR765024	SRS398178	SRP018853	GSM1088245																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924907		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245621		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	3	2	Homo sapiens	ILLUMINA	2015-12-31	SRR765025	SRS398179	SRP018853	GSM1088246																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924908		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245622		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	978	582	Homo sapiens	ILLUMINA	2015-12-31	SRR765026	SRS398180	SRP018853	GSM1088247																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924909		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245623		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1030	685	Homo sapiens	ILLUMINA	2015-12-31	SRR765027	SRS398181	SRP018853	GSM1088248																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924910		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245624		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	10	8	Homo sapiens	ILLUMINA	2015-12-31	SRR765028	SRS398182	SRP018853	GSM1088249																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924911		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245625		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	596	464	Homo sapiens	ILLUMINA	2015-12-31	SRR765029	SRS398183	SRP018853	GSM1088250																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924912		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245626		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1922	1188	Homo sapiens	ILLUMINA	2015-12-31	SRR765030	SRS398184	SRP018853	GSM1088251																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924913		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245627		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	826	529	Homo sapiens	ILLUMINA	2015-12-31	SRR765031	SRS398185	SRP018853	GSM1088252																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924914		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245628		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1157	934	Homo sapiens	ILLUMINA	2015-12-31	SRR765032	SRS398186	SRP018853	GSM1088253																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924915		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245629		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1015	510	Homo sapiens	ILLUMINA	2015-12-31	SRR765033	SRS398187	SRP018853	GSM1088254																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924916		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245630		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	531	405	Homo sapiens	ILLUMINA	2015-12-31	SRR765034	SRS398188	SRP018853	GSM1088255																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924917		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245631		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	145	127	Homo sapiens	ILLUMINA	2015-12-31	SRR765035	SRS398189	SRP018853	GSM1088256																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924918		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245632		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	230	176	Homo sapiens	ILLUMINA	2015-12-31	SRR765036	SRS398190	SRP018853	GSM1088257																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924919		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245633		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	792	506	Homo sapiens	ILLUMINA	2015-12-31	SRR765037	SRS398191	SRP018853	GSM1088258																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924920		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245634		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	6	5	Homo sapiens	ILLUMINA	2015-12-31	SRR765038	SRS398192	SRP018853	GSM1088259																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924921		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245635		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1151	713	Homo sapiens	ILLUMINA	2015-12-31	SRR765039	SRS398193	SRP018853	GSM1088260																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924922		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245636		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	34	26	Homo sapiens	ILLUMINA	2015-12-31	SRR765040	SRS398194	SRP018853	GSM1088261																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924923		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245637		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	575	446	Homo sapiens	ILLUMINA	2015-12-31	SRR765041	SRS398195	SRP018853	GSM1088262																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924924		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245638		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1287	766	Homo sapiens	ILLUMINA	2015-12-31	SRR765042	SRS398196	SRP018853	GSM1088263																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924925		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245639		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1670	1055	Homo sapiens	ILLUMINA	2015-12-31	SRR765043	SRS398197	SRP018853	GSM1088264																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924926		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245640		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	8	6	Homo sapiens	ILLUMINA	2015-12-31	SRR765044	SRS398198	SRP018853	GSM1088265																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924927		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245641		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1467	864	Homo sapiens	ILLUMINA	2015-12-31	SRR765045	SRS398199	SRP018853	GSM1088266																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924928		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245642		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	5	4	Homo sapiens	ILLUMINA	2015-12-31	SRR765046	SRS398200	SRP018853	GSM1088267																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924929		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245643		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	249	169	Homo sapiens	ILLUMINA	2015-12-31	SRR765047	SRS398201	SRP018853	GSM1088268																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924930		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245644		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1150	842	Homo sapiens	ILLUMINA	2015-12-31	SRR765048	SRS398202	SRP018853	GSM1088269																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924931		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245645		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	4	7	Homo sapiens	ILLUMINA	2015-12-31	SRR765049	SRS398203	SRP018853	GSM1088270																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924932		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245646		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	488	388	Homo sapiens	ILLUMINA	2015-12-31	SRR765050	SRS398204	SRP018853	GSM1088271																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924933		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245647		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1049	618	Homo sapiens	ILLUMINA	2015-12-31	SRR765051	SRS398205	SRP018853	GSM1088272																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924934		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245648		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	170	148	Homo sapiens	ILLUMINA	2015-12-31	SRR765052	SRS398206	SRP018853	GSM1088273																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924935		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245649		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	817	531	Homo sapiens	ILLUMINA	2015-12-31	SRR765053	SRS398207	SRP018853	GSM1088274																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924936		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245650		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	117	94	Homo sapiens	ILLUMINA	2015-12-31	SRR765054	SRS398208	SRP018853	GSM1088275																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924937		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245651		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	569	440	Homo sapiens	ILLUMINA	2015-12-31	SRR765055	SRS398209	SRP018853	GSM1088276																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924938		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245652		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	1304	841	Homo sapiens	ILLUMINA	2015-12-31	SRR765056	SRS398210	SRP018853	GSM1088277																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924939		GEO	public	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245653		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	394	295	Homo sapiens	ILLUMINA	2015-12-31	SRR765057	SRS398211	SRP018853	GSM1088278																	CD4+ T cells			
RNA-Seq		49	PRJNA190702	SAMN01924940		GEO	public	sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX245654		0	Illumina HiSeq 2000	SINGLE	size fractionation	TRANSCRIPTOMIC		2015-09-01	722	570	Homo sapiens	ILLUMINA	2015-12-31	SRR765058	SRS398212	SRP018853	GSM1088279																	CD4+ T cells			
WGS		45	PRJNA254809	SAMN02905608	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX650998		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	0	0	Mus musculus	ION_TORRENT	2015-07-11	SRR1513308	SRS659082	SRP044262	25	not collected			not applicable	mouse1				missing											
WGS		151	PRJNA254809	SAMN02905609	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX650999		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	18	14	Mus musculus	ION_TORRENT	2015-07-11	SRR1513310	SRS659083	SRP044262	26	not collected			not applicable	mouse2				missing											
WGS		126	PRJNA254809	SAMN02905610	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651000		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	19	15	Mus musculus	ION_TORRENT	2015-07-11	SRR1513311	SRS659084	SRP044262	27	not collected			not applicable	mouse3				missing											
WGS		146	PRJNA254809	SAMN02905611	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651001		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	20	15	Mus musculus	ION_TORRENT	2015-07-11	SRR1513316	SRS659085	SRP044262	30	not collected			not applicable	mouse4				missing											
WGS		119	PRJNA254809	SAMN02905612	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651002		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	18	14	Mus musculus	ION_TORRENT	2015-07-11	SRR1513317	SRS659086	SRP044262	32	not collected			not applicable	mouse5				missing											
WGS		114	PRJNA254809	SAMN02905613	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651003		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	25	20	Mus musculus	ION_TORRENT	2015-07-11	SRR1513340	SRS659087	SRP044262	35	not collected			not applicable	mouse6				missing											
WGS		155	PRJNA254809	SAMN02905614	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651017		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	25	19	Mus musculus	ION_TORRENT	2015-07-11	SRR1513341	SRS659100	SRP044262	36	not collected			not applicable	mouse7				missing											
WGS		94	PRJNA254809	SAMN02905615	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651018		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	14	12	Mus musculus	ION_TORRENT	2015-07-11	SRR1513342	SRS659101	SRP044262	37	not collected			not applicable	mouse8				missing											
WGS		115	PRJNA254809	SAMN02905616	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651019		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	17	13	Mus musculus	ION_TORRENT	2015-07-11	SRR1513343	SRS659102	SRP044262	38	not collected			not applicable	mouse9				missing											
WGS		107	PRJNA254809	SAMN02905617	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651020		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	26	20	Mus musculus	ION_TORRENT	2015-07-11	SRR1513344	SRS659103	SRP044262	39	not collected			not applicable	mouse10				missing											
WGS		134	PRJNA254809	SAMN02905618	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651142		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	76	58	Mus musculus	ION_TORRENT	2015-07-11	SRR1513466	SRS659191	SRP044262	40	not collected			not applicable	mouse11				missing											
WGS		75	PRJNA254809	SAMN02905619	MIMS.me	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651143		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	16	12	Mus musculus	ION_TORRENT	2015-07-11	SRR1513467	SRS659192	SRP044262	41	not collected			not applicable	mouse12				missing											
WGS		79	PRJNA254809	SAMN02905620	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651144		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	12	10	Mus musculus	ION_TORRENT	2015-07-11	SRR1513468	SRS659193	SRP044262	43	not collected			not applicable	mouse13				missing											
WGS		41	PRJNA254809	SAMN02905621	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651145		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	3	2	Mus musculus	ION_TORRENT	2015-07-11	SRR1513469	SRS659194	SRP044262	44	not collected			not applicable	mouse14				missing											
WGS		109	PRJNA254809	SAMN02905622	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651146		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	17	14	Mus musculus	ION_TORRENT	2015-07-11	SRR1513470	SRS659195	SRP044262	45	not collected			not applicable	mouse15				missing											
WGS		96	PRJNA254809	SAMN02905623	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651147		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	9	7	Mus musculus	ION_TORRENT	2015-07-11	SRR1513471	SRS659196	SRP044262	47	not collected			not applicable	mouse16				missing											
WGS		79	PRJNA254809	SAMN02905624	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651149		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	8	7	Mus musculus	ION_TORRENT	2015-07-11	SRR1513472	SRS659198	SRP044262	48	not collected			not applicable	mouse17				missing											
WGS		94	PRJNA254809	SAMN02905625	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651794		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	2	2	Mus musculus	ION_TORRENT	2015-07-11	SRR1514150	SRS659560	SRP044262	107	not collected			not applicable	mouse18				missing											
WGS		72	PRJNA254809	SAMN02905626	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651795		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	5	4	Mus musculus	ION_TORRENT	2015-07-11	SRR1514151	SRS659561	SRP044262	108	not collected			not applicable	mouse19				missing											
WGS		148	PRJNA254809	SAMN02905627	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651797		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	5	4	Mus musculus	ION_TORRENT	2015-07-11	SRR1514152	SRS659562	SRP044262	109	not collected			not applicable	mouse20				missing											
WGS		138	PRJNA254809	SAMN02905628	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651798		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	10	7	Mus musculus	ION_TORRENT	2015-07-11	SRR1514153	SRS659563	SRP044262	110	not collected			not applicable	mouse21				missing											
WGS		156	PRJNA254809	SAMN02905629	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651799		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	8	6	Mus musculus	ION_TORRENT	2015-07-11	SRR1514154	SRS659564	SRP044262	111	not collected			not applicable	mouse22				missing											
WGS		168	PRJNA254809	SAMN02905630	MIMS.me	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651800		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	17	13	Mus musculus	ION_TORRENT	2015-07-11	SRR1514155	SRS659565	SRP044262	112	not collected			not applicable	mouse23				missing											
WGS		169	PRJNA254809	SAMN02905631	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651801		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	10	7	Mus musculus	ION_TORRENT	2015-07-11	SRR1514156	SRS659566	SRP044262	113	not collected			not applicable	mouse24				missing											
WGS		168	PRJNA254809	SAMN02905632	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651802		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	18	14	Mus musculus	ION_TORRENT	2015-07-11	SRR1514157	SRS659567	SRP044262	1680	not collected			not applicable	mouse25				missing											
WGS		168	PRJNA254809	SAMN02905633	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651803		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	27	21	Mus musculus	ION_TORRENT	2015-07-11	SRR1514158	SRS659568	SRP044262	1681	not collected			not applicable	mouse26				missing											
WGS		161	PRJNA254809	SAMN02905634	MIGS/MIMS/MIMARKS.host-associated	UNIVERSITY OF PARMA	public	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va		SRX651804		0	Ion Torrent PGM	SINGLE	PCR	TRANSCRIPTOMIC		2014-07-15	34	26	Mus musculus	ION_TORRENT	2015-07-11	SRR1514159	SRS659569	SRP044262	1682	not collected			not applicable	mouse27				missing											
